Domain,Area,Element,Item,Year,Value
"Suite of Food Security Indicators","Togo","Value","Political stability and absence of violence/terrorism (index)","2021","-0.7"
"Suite of Food Security Indicators","Togo","Value","Political stability and absence of violence/terrorism (index)","2022","-0.79"
"Suite of Food Security Indicators","Togo","Value","Number of obese adults (18 years and older) (million)","2021","0.5"
"Suite of Food Security Indicators","Togo","Value","Number of obese adults (18 years and older) (million)","2022","0.5"
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Tokelau","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Tokelau","Value","Number of obese adults (18 years and older) (million)","2021","<0.1"
"Suite of Food Security Indicators","Tokelau","Value","Number of obese adults (18 years and older) (million)","2022","<0.1"
"Suite of Food Security Indicators","Tonga","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","7035"
"Suite of Food Security Indicators","Tonga","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","6902"
"Suite of Food Security Indicators","Tonga","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","7076"
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","3.7"
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","2.6"
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","3.7"
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","2.6"
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","3.7"
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","2.6"
"Suite of Food Security Indicators","Tonga","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Tonga","Value","Political stability and absence of violence/terrorism (index)","2021","1.08"
"Suite of Food Security Indicators","Tonga","Value","Political stability and absence of violence/terrorism (index)","2022","1.09"
"Suite of Food Security Indicators","Tonga","Value","Number of obese adults (18 years and older) (million)","2021","<0.1"
"Suite of Food Security Indicators","Tonga","Value","Number of obese adults (18 years and older) (million)","2022","<0.1"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","30425"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","30793"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","31194"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","31690"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","6.9"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","6.9"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","6.8"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","6.8"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","7"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","7"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Political stability and absence of violence/terrorism (index)","2021","0.24"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Political stability and absence of violence/terrorism (index)","2022","0.35"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Number of obese adults (18 years and older) (million)","2021","0.3"
"Suite of Food Security Indicators","Trinidad and Tobago","Value","Number of obese adults (18 years and older) (million)","2022","0.3"
"Suite of Food Security Indicators","Tunisia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","12444"
"Suite of Food Security Indicators","Tunisia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","12703"
"Suite of Food Security Indicators","Tunisia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","12623"
"Suite of Food Security Indicators","Tunisia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","12714"
"Suite of Food Security Indicators","Tunisia","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","12.6"
