"","","","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2021 [2021]","2021 [2021]","2021 [2021]","2021 [2021]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2023 [2023]","2023 [2023]","2023 [2023]","2023 [2023]","2024 [2024]","2024 [2024]","2024 [2024]","2024 [2024]"
"Tonga [776]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","1.08","Figure from external organization","","","","","","","1.09","Figure from external organization","","","","","","","","","","","","",""
"Tonga [776]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","3.7","Estimated value","Official estimate","","","","","%","2.6","Estimated value","Official estimate","","","","","%","","Missing value","","","","","","","","",""
"Tonga [776]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","3.7","Estimated value","Official estimate","","","","","%","2.6","Estimated value","Official estimate","","","","","%","","Missing value","","","","","","","","",""
"Tonga [776]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","3.7","Estimated value","Official estimate","","","","","%","2.6","Estimated value","Official estimate","","","","","%","","Missing value","","","","","","","","",""
"Trinidad and Tobago [780]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","30425","Figure from external organization","","","","","","Int$/cap","30793","Figure from external organization","","","","","","Int$/cap","31194","Figure from external organization","","Int$/cap","31690","Figure from external organization",""
"Trinidad and Tobago [780]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.3","Figure from external organization","","","","","","million No","0.3","Figure from external organization","","","","","","","","","","","","",""
"Trinidad and Tobago [780]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.24","Figure from external organization","","","","","","","0.35","Figure from external organization","","","","","","","","","","","","",""
"Trinidad and Tobago [780]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","7","Estimated value","Official estimate","","","","","%","7","Estimated value","Official estimate","","","","","","","",""
"Trinidad and Tobago [780]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","6.8","Estimated value","Official estimate","","","","","%","6.8","Estimated value","Official estimate","","","","","","","",""
"Trinidad and Tobago [780]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","6.9","Estimated value","Official estimate","","","","","%","6.9","Estimated value","Official estimate","","","","","","","",""
"Tunisia [788]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","12444","Figure from external organization","","","","","","Int$/cap","12703","Figure from external organization","","","","","","Int$/cap","12623","Figure from external organization","","Int$/cap","12714","Figure from external organization",""
"Tunisia [788]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","2.3","Figure from external organization","","","","","","million No","2.4","Figure from external organization","","","","","","","","","","","","",""
"Tunisia [788]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.76","Figure from external organization","","","","","","","-0.59","Figure from external organization","","","","","","","","","","","","",""
"Tunisia [788]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","11.9","Estimated value","FAO data","","","","","%","10.7","Estimated value","FAO data","","","","","%","9.6","Estimated value","FAO data","","","","","","","",""
"Tunisia [788]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","13.4","Estimated value","FAO data","","","","","%","11.8","Estimated value","FAO data","","","","","%","9.5","Estimated value","FAO data","","","","","","","",""
"Tunisia [788]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","12.6","Estimated value","FAO data","","","","","%","11.3","Estimated value","FAO data","","","","","%","9.6","Estimated value","FAO data","","","","","","","",""
"Turkmenistan [795]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","16434","Figure from external organization","","","","","","Int$/cap","17120","Figure from external organization","","","","","","Int$/cap","17866","Figure from external organization","","Int$/cap","17954","Figure from external organization",""
"Turkmenistan [795]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.9","Figure from external organization","","","","","","million No","0.9","Figure from external organization","","","","","","","","","","","","",""
"Turkmenistan [795]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.33","Figure from external organization","","","","","","","-0.11","Figure from external organization","","","","","","","","","","","","",""
"Turkmenistan [795]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Turkmenistan [795]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Turkmenistan [795]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Tuvalu [798]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","5353","Figure from external organization","","","","","","Int$/cap","5498","Figure from external organization","","","","","","Int$/cap","5812","Figure from external organization","","","","",""
"Tuvalu [798]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","<0.1","Figure from external organization","","","","","","million No","<0.1","Figure from external organization","","","","","","","","","","","","",""
